,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,BikeBuyer,AreaCode,Sex,Married,JobType,EducationType,Country,Income,AgeBracket,ChildrenFlag
7550,0,2,0,1,500,0,0,4,4,3,0,0,0
7551,0,1,0,0,500,1,0,4,2,3,1,0,0
7552,0,1,0,0,500,1,0,4,2,3,1,0,0
7553,1,2,0,0,500,1,0,4,4,3,0,0,0
7554,0,2,0,0,500,0,0,4,4,2,0,0,0
7555,0,2,0,0,500,0,0,4,4,3,0,0,0
7556,0,2,0,0,500,1,1,4,4,2,0,0,0
7557,1,2,0,0,500,1,0,4,4,2,0,0,0
7558,0,1,0,0,500,1,0,4,2,4,0,0,0
7559,1,1,0,1,500,0,0,4,2,3,0,0,0
7560,1,1,0,1,500,1,0,4,2,2,0,0,0
7561,0,1,0,0,500,1,0,4,2,4,0,0,0
7562,1,0,2,0,500,0,0,3,1,2,1,0,1
7563,1,0,2,0,500,1,0,3,1,2,0,0,1
7564,1,0,2,1,500,1,0,3,1,3,1,0,1
7565,1,0,2,1,500,1,0,3,1,2,1,0,1
7566,1,1,2,1,500,0,0,3,1,4,0,0,1
7567,1,0,3,1,555,0,0,3,1,0,0,0,1
7568,1,0,3,1,555,1,0,3,1,0,1,0,1
7569,1,0,0,0,555,1,1,1,3,5,3,0,0
7570,1,0,0,1,555,1,1,1,3,0,3,0,0
7571,1,2,0,0,555,1,0,4,2,0,0,1,1
7572,1,2,0,1,555,0,0,4,2,0,0,1,1
7573,0,2,0,0,555,0,1,4,2,0,0,1,1
7574,0,2,0,0,555,1,1,4,4,5,0,1,1
7575,1,1,0,0,555,0,1,3,2,0,0,1,1
7576,1,1,0,0,555,0,1,3,2,0,1,1,1
7577,0,2,0,0,500,1,0,4,4,2,0,0,0
7581,1,1,0,0,555,0,1,3,1,0,0,1,1
7582,1,1,0,0,555,0,1,3,1,0,0,1,1
7583,1,2,0,0,555,0,0,1,2,0,0,1,1
7584,1,2,0,0,555,1,0,1,2,0,0,1,1
7585,1,2,0,0,555,1,0,1,2,0,1,1,1
7586,1,2,0,0,555,1,1,1,2,5,1,1,1
7587,1,1,0,0,555,1,1,3,1,0,0,1,1
7588,1,1,0,0,555,0,1,3,1,0,0,1,1
7589,0,2,0,0,555,0,1,1,2,5,1,1,1
7590,1,2,0,0,555,0,1,1,2,0,0,1,1
7591,1,2,0,0,555,1,1,1,2,0,0,1,1
7592,1,2,0,0,555,0,1,1,2,5,0,1,1
7593,1,2,0,0,555,0,1,1,2,5,0,1,1
7594,1,1,0,0,555,1,1,3,1,0,1,1,1
7595,1,1,0,0,555,1,1,3,1,0,1,1,1
7596,1,1,0,0,555,1,1,3,1,0,0,1,1
7597,1,1,0,0,555,0,1,3,1,0,0,1,1
7598,1,0,0,0,555,1,0,1,3,0,3,1,1
7599,1,0,0,0,555,0,1,1,3,0,3,1,1
7600,1,0,0,0,555,0,1,1,3,0,3,1,1
7601,1,0,0,1,555,0,0,1,3,5,2,1,1
7602,1,0,0,0,555,1,1,1,3,0,3,1,1
7603,0,2,4,1,555,1,0,1,2,0,0,0,1
7604,1,0,0,0,555,0,1,1,3,0,2,0,0
7605,1,0,0,0,555,0,1,1,3,0,1,0,0
7606,1,0,0,0,555,0,1,1,3,0,1,0,0
7607,1,0,0,0,555,1,1,1,3,0,1,0,1
7608,1,0,0,0,555,0,1,1,3,0,1,0,1
7609,1,0,0,0,555,0,1,1,3,0,1,0,1
7610,1,0,0,0,555,1,1,1,3,0,2,0,1
7611,1,0,0,1,555,1,1,1,3,0,2,0,1
7612,1,0,0,0,555,1,1,1,3,0,3,0,1
7616,1,0,0,0,555,1,1,1,3,0,3,0,1
7617,1,0,0,0,500,0,1,4,3,2,0,0,1
7618,1,0,0,0,500,0,1,4,3,4,0,1,1
7619,1,0,0,0,500,1,1,4,0,4,0,1,1
7620,1,0,0,0,500,0,1,4,0,4,0,1,1
7621,1,0,0,1,500,1,1,3,3,4,1,1,1
7622,1,0,0,0,500,0,0,3,0,2,0,1,1
7623,1,0,0,0,555,1,0,3,0,4,0,1,1
7624,1,1,0,0,500,1,0,4,1,3,0,1,1
7625,1,0,0,0,500,0,1,3,0,3,0,1,1
7626,1,1,0,0,500,0,1,4,1,4,0,1,1
7627,1,1,0,0,500,1,1,4,1,2,0,1,1
7628,1,0,0,0,500,0,0,3,0,2,0,2,1
7629,1,0,0,0,500,0,1,3,0,2,0,2,1
7630,1,0,0,0,500,0,1,3,0,2,1,2,1
7631,1,0,0,0,500,0,1,3,0,2,0,2,1
7632,0,1,0,0,500,1,0,4,1,1,0,0,0
7633,0,1,0,0,500,1,1,4,1,1,0,0,0
7634,0,1,0,0,500,1,1,4,1,1,0,0,0
7635,1,1,0,0,500,1,1,4,1,1,0,0,0
7636,0,1,0,0,500,0,1,4,1,1,0,0,0
7637,0,2,0,0,500,0,0,4,2,1,0,0,0
7638,1,0,0,0,500,1,1,3,0,1,0,0,0
7639,1,0,0,0,500,1,1,3,0,1,0,0,0
7640,1,0,0,0,500,1,1,4,1,3,0,2,1
7641,1,0,1,1,500,1,1,4,1,3,0,1,1
7642,0,0,1,1,500,1,0,4,1,3,0,1,1
7643,1,1,1,0,500,1,1,4,2,3,0,1,1
7644,0,0,1,0,500,1,0,4,1,2,0,1,1
7645,0,0,1,0,500,1,0,4,1,2,0,1,1
7646,1,1,0,0,500,0,0,4,1,3,0,1,1
7647,1,0,0,0,500,0,1,3,3,3,1,1,1
7648,1,0,0,0,500,0,1,3,3,4,1,1,1
7649,1,0,0,0,500,0,1,3,0,4,0,1,1
7650,1,0,0,0,500,0,1,3,0,4,1,1,1
7651,1,0,0,0,500,1,1,3,0,3,1,1,1
7652,1,0,0,1,500,0,1,3,0,4,1,1,1
7653,1,0,0,1,500,1,1,3,0,4,1,1,1
7654,1,0,0,0,500,1,0,3,0,2,1,1,1
7655,1,0,2,0,500,0,0,4,2,2,0,0,1
7656,1,0,0,0,500,0,1,3,0,3,1,0,0
7657,1,0,0,0,500,1,1,3,0,4,1,0,0
7658,1,1,2,0,500,0,0,4,2,3,0,0,1
7659,0,1,0,0,500,1,0,4,1,3,0,0,0
7660,1,0,0,1,500,1,0,3,0,3,0,0,0
7661,1,0,0,1,500,0,0,1,3,4,1,0,0
7662,1,0,0,0,500,0,1,1,3,2,1,0,0
7663,0,2,0,0,500,1,1,4,1,4,0,1,1
7664,1,1,0,0,500,0,1,4,1,2,0,1,1
7665,1,2,0,0,500,1,0,4,1,2,0,1,1
7666,0,2,0,0,555,1,1,4,2,3,0,1,1
7667,1,2,1,0,500,0,0,4,2,4,0,1,1
7668,1,1,2,0,500,0,0,4,2,2,0,0,1
7669,0,0,3,0,500,0,1,4,2,3,0,0,1
7670,1,0,1,1,500,1,1,4,1,2,0,0,1
7671,1,0,0,0,500,0,1,3,0,2,1,0,1
7672,1,0,1,1,500,1,1,3,0,3,1,0,1
7673,1,0,0,0,500,0,1,3,3,3,1,0,0
7674,1,0,0,1,500,0,1,3,3,4,1,0,0
7675,1,1,3,1,500,1,0,4,2,3,0,0,1
7676,1,1,3,1,500,1,0,4,4,4,0,0,1
7677,1,1,1,1,500,1,1,4,1,4,0,0,1
7678,0,1,1,1,500,0,0,4,1,3,0,0,1
7679,0,0,1,1,500,1,0,3,0,3,1,0,1
7680,0,1,1,1,500,1,0,3,0,3,1,0,1
7681,0,1,1,1,500,0,0,4,2,3,0,0,1
7682,1,1,1,0,500,1,1,4,2,4,0,0,1
7683,0,1,1,0,500,1,0,4,2,2,0,0,1
7684,1,0,0,0,500,1,1,3,0,3,1,0,0
7685,1,0,0,0,500,0,1,3,0,3,1,0,0
7686,1,0,0,0,500,0,1,3,0,4,1,0,0
7687,1,1,1,1,500,1,1,3,0,3,1,0,1
7688,1,2,1,0,500,0,1,1,0,3,1,0,1
7689,1,2,3,0,500,1,0,4,4,2,0,1,1
7690,1,0,2,0,500,0,0,4,2,4,0,1,1
7691,1,1,2,1,500,1,0,4,2,4,0,1,1
7692,1,1,2,1,500,1,0,4,2,4,0,1,1
7693,1,2,1,1,500,1,1,1,0,4,1,1,1
7694,1,2,1,0,500,0,1,1,0,4,1,1,1
7695,1,2,2,0,500,0,0,4,4,2,0,1,1
7696,1,0,3,1,500,1,0,4,2,3,0,1,1
7697,1,0,3,1,500,1,0,4,2,3,0,1,1
7698,1,0,3,0,500,0,0,4,2,2,0,1,1
7699,0,0,0,0,500,0,1,0,0,3,1,0,0
7700,1,0,0,0,500,1,1,0,0,4,2,0,0
7701,1,0,0,0,500,0,1,0,0,4,1,0,0
7702,1,0,0,0,500,1,1,0,0,2,1,0,0
7703,1,0,2,0,500,0,0,3,1,2,0,1,1
7704,1,0,2,1,500,1,0,3,1,3,1,1,1
7705,0,1,2,0,500,0,1,3,1,4,1,1,1
7706,1,0,0,0,500,0,1,1,0,2,1,1,1
7707,1,0,0,0,500,1,1,1,0,2,1,1,1
7708,1,0,0,0,500,0,1,1,0,2,1,1,1
7709,1,2,2,1,500,1,0,3,1,4,1,1,1
7710,1,0,0,0,500,0,1,1,0,2,1,1,1
7711,1,2,2,1,500,1,0,3,1,3,1,1,1
7712,1,2,2,1,500,1,0,3,1,3,1,1,1
7713,1,0,3,0,500,0,0,3,1,4,0,1,1
7714,0,1,0,0,500,1,0,4,2,2,0,0,0
7715,1,1,3,1,500,1,0,3,1,4,1,0,1
7716,1,1,0,1,500,1,0,4,2,3,0,0,0
7717,1,0,0,1,500,1,1,1,0,2,1,1,1
7718,1,0,0,0,500,0,1,1,0,2,0,1,1
7719,1,0,0,0,500,0,1,1,0,2,0,1,1
7720,1,0,0,1,500,1,1,1,0,2,1,1,1
7721,1,1,0,0,500,0,0,3,1,3,0,1,1
7722,0,1,0,0,500,1,0,4,2,4,0,3,1
7726,1,1,0,1,500,1,1,1,0,4,1,1,1
7727,1,1,0,0,500,0,1,1,0,3,1,1,1
7728,1,2,3,1,500,1,0,3,1,3,0,0,1
7729,1,1,4,1,500,0,0,3,1,4,0,0,1
7730,1,3,4,0,500,1,0,3,1,2,0,0,1
7731,0,1,0,0,500,1,0,4,2,3,0,0,0
7732,0,1,0,0,500,1,0,3,1,4,0,0,0
7733,1,1,0,0,500,0,0,4,2,3,0,0,0
7734,0,1,0,0,500,0,0,4,2,4,0,0,0
7735,0,1,0,0,500,0,0,4,2,3,0,0,0
7739,0,1,0,0,500,1,0,4,2,4,0,0,0
7740,0,1,0,0,500,0,0,4,2,3,0,0,0
7741,0,1,0,1,500,1,0,3,1,4,1,0,0
7742,0,1,0,1,500,1,0,3,1,2,1,0,0
7743,1,2,0,1,500,0,0,4,4,2,0,0,0
7744,0,1,0,0,500,1,0,3,1,3,1,0,0
7745,0,1,0,0,500,0,0,3,1,3,1,0,0
7746,1,0,1,0,500,1,1,1,0,2,1,0,1
7747,0,2,0,0,500,1,0,4,4,4,0,0,0
7748,0,2,0,0,500,1,0,4,4,4,0,0,0
7749,0,2,0,0,500,0,0,4,4,4,0,0,0
7750,0,1,0,1,500,1,0,3,1,3,0,0,0
7751,0,1,0,0,500,0,1,3,1,4,0,0,0
7752,0,2,0,0,500,1,0,4,4,4,0,0,0
7753,0,1,0,1,500,1,0,3,1,2,1,0,0
7754,0,1,0,0,500,1,0,3,1,3,0,0,0
7755,0,1,0,1,500,1,0,4,2,4,0,0,0
7756,0,1,0,0,500,1,0,4,2,2,1,0,0
7757,0,2,2,1,555,1,1,1,2,0,0,1,1
7758,1,1,0,1,555,1,1,1,1,5,2,1,1
7759,1,2,2,1,555,1,0,1,2,0,0,1,1
7760,1,4,2,0,555,0,0,1,2,0,0,1,1
7761,1,1,0,0,555,1,0,0,0,0,2,1,0
7762,1,1,0,0,555,1,0,0,0,0,1,1,0
7763,0,1,0,0,555,1,0,0,0,5,1,1,0
7764,1,1,0,0,555,1,0,1,1,5,1,0,0
7765,0,1,0,0,555,1,0,0,3,0,3,0,0
7766,1,1,0,1,555,1,0,0,3,0,3,0,0
7767,0,1,0,0,555,0,0,0,3,0,3,0,0
7768,1,2,0,0,555,0,1,1,2,0,0,3,1
7769,1,1,0,0,555,0,1,1,1,0,2,1,1
7770,1,1,0,0,555,0,1,1,1,0,1,1,1
7771,1,1,0,0,555,0,1,1,1,0,1,1,1
7772,1,1,0,0,555,0,1,1,1,0,2,1,1
7773,1,1,0,0,555,0,1,1,1,0,1,1,1
7774,0,1,2,1,555,1,0,0,0,0,2,1,1
7775,1,1,2,1,555,0,1,0,0,5,2,1,1
7776,1,0,0,0,500,1,1,3,0,4,1,1,1
7777,1,0,0,0,500,0,1,3,0,2,1,1,1
7778,1,0,0,0,500,0,1,3,0,4,0,1,0
7779,1,0,0,1,500,1,0,3,3,2,1,1,1
7780,1,0,0,0,500,0,0,3,3,3,1,1,1
7781,1,0,0,0,500,1,0,3,3,4,1,1,1
7782,0,1,1,0,500,1,0,4,2,3,0,0,1
7783,0,1,0,0,500,0,0,4,1,4,0,0,0
7784,0,1,0,0,500,0,0,4,1,3,0,0,0
7785,1,0,2,0,500,1,0,4,2,2,0,0,1
7786,0,0,2,0,500,1,1,4,2,2,0,0,1
7787,1,0,0,0,500,1,0,3,0,3,1,0,0
7788,1,0,0,0,500,1,1,3,0,4,1,0,0
7789,1,0,0,0,500,1,0,3,0,4,1,0,0
7790,1,1,0,0,500,0,1,3,0,2,0,3,1
7791,0,1,0,1,500,0,0,4,1,3,0,0,0
7792,0,1,0,0,500,1,0,4,1,4,0,0,0
7793,1,0,0,0,500,0,1,3,0,2,0,0,0
7794,1,0,0,0,500,1,0,3,0,3,1,0,0
7795,0,0,0,0,500,1,1,3,0,2,1,0,0
7796,1,0,0,1,500,1,1,3,0,3,1,0,1
7797,1,0,0,0,500,0,0,3,3,2,1,0,0
7798,1,0,0,0,500,0,1,3,3,4,1,0,0
7799,1,0,0,0,500,1,0,3,3,4,2,0,0
7800,1,0,0,0,500,0,1,3,3,2,1,0,0
7801,1,0,0,0,500,1,0,3,3,3,2,0,0
7802,1,0,0,0,500,1,0,1,3,3,1,0,0
7803,1,1,0,0,500,1,1,4,1,4,0,1,1
7804,0,1,2,0,500,0,1,4,2,3,0,0,1
7805,0,1,2,0,500,0,1,4,2,2,0,0,1
7806,1,0,0,0,500,0,1,3,3,3,1,0,0
7807,0,1,1,0,500,0,0,4,1,2,0,0,1
7808,0,2,0,0,500,1,1,4,2,4,0,3,1
7809,1,0,1,0,500,1,1,3,0,4,1,0,1
7810,1,0,0,0,500,1,1,3,0,3,1,0,0
7811,1,0,0,0,500,0,1,3,0,4,1,0,0
7812,1,0,0,1,500,1,1,3,0,4,1,0,0
7813,1,0,0,0,500,1,0,3,0,2,1,0,0
7814,1,1,0,0,500,1,1,4,2,4,0,3,1
7815,1,1,0,0,500,0,0,4,1,2,0,3,1
7816,1,1,1,1,500,1,1,1,0,3,1,0,1
7817,1,1,1,0,500,0,1,1,0,2,1,0,1
7818,1,2,1,0,500,1,1,1,0,3,1,0,1
7819,1,2,3,1,500,0,0,4,4,2,0,1,1
7820,1,2,2,0,500,0,0,4,2,3,0,1,1
7821,1,2,1,1,500,0,1,1,0,3,1,1,1
7822,0,2,0,0,500,1,1,4,2,3,0,3,1
7823,1,2,0,0,500,0,0,4,2,3,0,3,1
7824,0,2,2,0,500,0,1,4,4,2,0,1,1
7825,1,2,2,1,500,1,0,4,4,3,0,1,1
7826,1,2,2,1,500,0,0,4,4,3,0,1,1
7827,1,1,3,0,500,0,0,4,2,2,0,1,1
7828,1,1,3,1,500,1,0,4,2,2,0,1,1
7829,1,3,3,1,500,0,0,4,2,4,0,1,1
7830,1,4,3,1,500,1,0,4,2,3,0,1,1
7831,1,0,0,0,500,0,0,0,0,3,1,0,0
7832,0,0,0,1,500,0,1,0,0,3,1,0,0
7833,1,0,0,0,500,0,1,0,0,4,1,0,0
7834,1,0,0,1,500,1,1,0,0,2,1,0,0
7835,1,0,0,0,500,0,1,1,3,2,2,0,0
7836,1,1,4,0,500,0,0,4,2,2,0,1,1
7837,1,1,0,0,500,0,1,3,1,3,0,1,1
7838,1,1,0,0,500,1,1,3,1,3,0,1,1
7839,1,1,0,0,500,1,1,3,1,4,0,1,1
7840,1,0,0,0,500,0,1,1,3,2,1,3,1
7841,1,1,2,1,500,1,0,3,1,3,0,1,1
7842,1,0,0,0,500,0,1,1,0,2,1,1,1
7843,0,2,2,1,500,1,1,3,1,3,1,1,1
7844,1,2,2,1,500,0,0,3,1,3,0,1,1
7845,1,2,2,0,500,0,0,3,1,3,1,1,1
7846,1,2,2,1,500,1,0,3,1,3,1,1,1
7847,1,2,2,1,500,1,0,3,1,3,1,1,1
7848,1,0,0,0,500,0,1,1,0,2,1,1,1
7849,1,2,4,0,500,1,0,4,2,3,0,0,1
7850,1,1,3,1,500,1,0,3,1,4,1,0,1
7851,1,2,3,0,500,1,0,3,1,2,0,0,1
7852,1,2,3,1,500,0,0,3,1,2,0,0,1
7853,1,0,0,0,500,1,1,1,0,2,1,1,1
7854,1,0,0,0,500,1,1,1,0,2,1,1,1
7855,1,1,0,0,500,0,1,3,1,4,1,1,1
7856,1,0,0,0,500,0,1,1,0,2,0,1,1
7857,1,0,0,0,500,0,1,1,0,3,0,1,1
7858,1,1,0,1,500,1,1,1,0,3,1,1,1
7859,1,3,5,1,500,1,0,3,1,3,1,0,1
7860,0,2,0,0,500,1,1,4,4,3,0,0,0
7861,0,1,0,0,500,0,0,3,1,2,0,0,0
7862,0,1,0,0,500,1,1,3,1,2,1,0,0
7863,1,2,0,0,500,1,1,4,4,2,0,0,0
7864,0,2,0,0,500,0,0,4,4,4,0,0,0
7865,1,1,0,1,500,0,0,3,1,3,0,0,0
7866,0,1,0,0,500,0,0,3,1,3,0,0,0
7867,0,1,0,0,500,1,0,3,1,3,0,0,0
7868,0,1,0,0,500,1,0,3,1,4,1,0,0
7869,1,2,0,0,500,0,0,4,4,3,0,0,0
7870,0,2,0,0,500,0,0,4,4,3,0,0,0
7871,0,2,0,0,500,1,1,4,4,2,0,0,0
7872,1,0,0,0,500,0,0,3,0,4,0,0,1
7876,0,1,0,1,555,0,0,0,0,5,1,1,0
7877,0,1,0,0,555,0,0,1,1,5,1,0,0
7878,0,1,0,1,555,1,0,1,1,5,0,0,0
7879,0,1,0,0,555,0,0,1,1,0,0,0,0
7880,0,1,0,1,555,0,0,0,3,0,2,0,0
7881,1,1,0,0,555,0,0,0,3,0,2,0,0
7882,0,1,0,0,555,1,0,0,3,0,3,0,0
7883,1,1,0,0,555,0,0,0,3,0,2,0,0
7884,0,1,0,1,555,0,0,0,3,0,3,0,0
7885,1,1,0,0,555,1,0,0,3,0,3,0,0
7886,0,1,0,1,555,1,0,0,3,0,3,0,0
7887,1,1,0,0,555,0,1,1,1,5,2,1,1
7888,1,1,0,0,555,0,1,1,1,0,1,1,1
7889,0,1,0,1,555,1,1,1,1,0,2,1,1
7890,1,1,0,0,555,0,1,1,1,0,1,1,1
7891,1,0,3,0,555,0,1,0,0,0,2,1,1
7892,0,1,3,0,555,0,1,0,0,5,2,1,1
7893,1,1,0,1,555,1,1,0,3,0,3,1,1
7894,0,3,5,1,555,1,1,0,3,0,3,1,1
7895,1,3,5,1,555,0,1,0,3,0,3,1,1
7896,1,1,0,1,555,1,0,0,0,0,3,1,1
7897,1,1,0,0,555,0,1,0,0,0,1,1,1
7898,1,1,0,0,555,0,1,0,0,0,2,1,1
7899,1,1,0,0,555,1,1,0,0,0,2,1,1
7900,1,0,4,1,555,1,1,0,3,0,3,1,1
7901,0,2,4,1,555,0,1,0,3,0,3,1,1
7902,1,2,4,1,555,0,1,0,3,5,2,1,1
7903,1,2,4,1,555,1,0,0,0,5,3,1,1
7904,0,0,0,0,500,1,1,2,3,1,3,0,1
7905,1,0,0,0,500,0,1,2,3,1,3,0,1
7906,0,1,2,1,500,0,0,0,0,1,2,0,1
7907,1,1,4,0,500,0,1,2,3,1,3,0,1
7908,1,0,0,0,500,1,1,0,0,1,3,0,1
7909,1,0,0,1,500,1,1,0,0,1,3,0,1
7910,1,1,2,0,500,0,0,0,0,1,2,0,1
7911,1,1,2,0,500,0,1,0,0,1,1,0,1
7912,1,1,2,1,500,1,1,0,0,1,2,0,1
7913,1,3,5,1,500,1,0,0,0,1,2,0,1
7914,0,3,5,1,500,0,1,0,0,1,3,0,1
7915,0,1,0,0,500,0,1,2,3,1,3,0,1
7916,1,4,5,0,500,0,1,0,0,1,2,0,1
7917,1,3,5,1,500,0,0,2,3,1,3,0,1
7918,1,3,5,1,500,1,0,0,0,1,3,0,1
7919,1,0,0,1,500,0,0,0,0,1,3,0,0
7920,1,0,0,0,500,1,1,0,0,1,3,0,0
7921,1,1,3,1,500,1,1,0,0,1,2,1,1
7922,1,1,3,0,500,0,1,0,0,1,1,1,1
7923,1,2,3,1,500,1,1,0,0,1,2,1,1
7924,1,4,5,1,500,1,1,0,0,1,3,1,1
7925,1,4,5,1,500,0,0,0,0,1,2,0,1
7926,1,4,5,1,500,1,1,0,0,1,3,0,1
7927,0,1,0,1,500,1,0,0,0,1,3,0,0
7928,0,1,0,0,500,0,0,0,0,1,2,0,0
7929,1,1,0,1,500,1,0,0,0,1,3,0,0
7930,1,4,5,1,500,1,1,0,0,1,3,0,1
7931,1,2,3,1,500,1,1,0,0,1,2,1,1
7932,1,3,4,1,500,1,1,0,0,1,3,1,1
7933,0,1,0,1,500,1,0,0,0,1,2,1,0
7934,0,2,2,1,500,0,0,0,0,1,2,1,1
7935,0,2,2,0,500,0,0,0,0,1,2,1,1
7936,0,1,0,0,500,0,0,0,0,1,1,1,0
7937,0,1,0,1,500,1,0,0,0,1,2,1,0
7938,0,1,0,1,500,1,0,0,0,1,3,1,0
7939,1,0,4,1,500,1,1,0,0,1,3,0,1
7940,1,1,0,0,500,0,1,0,0,1,1,1,1
7941,0,1,0,1,500,1,1,1,1,1,2,1,1
7942,1,1,0,0,500,0,1,1,1,1,1,1,1
7943,0,1,0,0,500,0,0,0,0,1,2,0,0
7944,0,1,0,1,500,0,0,2,3,1,3,0,0
7945,1,1,0,0,500,1,1,1,1,1,2,1,1
7946,1,1,0,0,500,1,0,0,0,1,2,1,0
7947,1,4,5,1,500,1,1,0,0,1,3,1,1
7948,0,1,0,0,500,0,0,0,0,1,2,1,0
7949,0,1,0,1,500,1,0,0,0,1,2,1,0
7950,0,2,0,1,500,1,0,0,0,1,3,1,0
7951,1,1,0,0,500,1,0,1,1,1,2,1,1
7952,1,1,0,0,500,0,1,1,1,1,1,1,1
7953,1,2,4,1,500,1,1,0,0,1,3,1,1
7954,1,2,4,1,500,1,1,1,1,1,2,1,1
7955,1,2,4,1,500,1,1,1,1,1,2,1,1
7956,1,1,0,1,500,1,0,1,1,1,2,1,1
7957,1,1,4,0,500,0,1,0,0,1,3,1,1
7958,1,1,0,1,500,1,1,0,0,1,3,1,1
7959,1,2,0,0,500,0,1,2,0,1,3,1,1
7960,1,1,0,0,500,1,1,1,1,1,2,1,1
7961,1,1,0,0,500,1,0,1,1,1,2,1,1
7962,1,3,4,0,500,1,1,1,1,1,2,1,1
7963,1,3,4,0,500,0,1,1,1,1,1,1,1
7964,0,1,0,1,500,0,0,1,1,1,1,1,1
7965,1,1,0,0,500,0,1,1,1,1,2,1,1
7966,1,2,1,1,500,1,0,1,2,1,0,2,1
7967,1,1,0,0,555,1,1,1,2,0,1,0,0
7968,1,2,0,0,555,0,0,1,2,0,0,0,0
7969,1,2,0,0,555,0,1,1,2,0,0,0,0
7970,0,2,0,0,555,1,0,1,2,0,1,0,0
7971,0,2,0,0,555,0,1,1,2,0,0,0,0
7972,1,2,0,0,555,1,0,1,2,0,1,0,0
7973,1,2,0,0,555,1,1,1,2,5,0,0,0
7974,0,2,0,0,555,1,0,3,4,0,1,0,0
7975,0,2,0,1,555,0,0,3,4,5,0,0,0
7976,1,2,0,0,555,0,1,1,2,0,1,0,0
7977,1,2,0,0,555,0,0,3,4,0,0,0,0
7978,0,2,0,0,555,1,1,1,2,5,1,0,0
7979,1,2,0,0,555,0,0,3,4,5,1,0,0
7980,1,2,0,0,555,0,0,1,2,0,0,0,0
7981,1,2,0,0,500,1,1,2,0,1,1,2,1
7982,1,2,0,0,500,1,0,2,0,1,1,2,1
7983,0,2,0,0,555,1,1,1,2,0,1,0,0
7984,0,1,0,0,555,0,0,1,1,0,1,0,0
7985,1,1,0,0,555,0,1,1,1,0,0,0,0
7986,0,1,0,0,555,0,0,2,0,0,3,0,0
7987,1,1,4,1,555,1,0,2,0,0,3,0,1
7988,0,2,0,0,555,1,0,1,1,0,2,1,0
7989,1,0,3,1,555,1,1,2,0,0,3,1,1
7990,1,1,4,1,555,1,0,2,0,5,3,0,1
7991,1,1,4,1,555,0,1,2,0,5,3,0,1
7992,1,3,4,1,555,1,1,1,1,0,3,0,1
7993,0,3,0,1,555,1,0,2,0,0,3,0,1
7994,1,3,1,0,555,1,1,2,3,0,3,0,1
7995,1,2,0,0,500,0,1,1,2,1,0,2,1
7996,0,2,0,0,500,1,1,1,2,1,0,2,1
7997,0,1,0,0,555,1,1,1,1,0,1,0,0
7998,0,1,0,0,555,0,0,1,1,0,0,0,0
7999,0,2,0,0,555,1,0,1,1,0,2,0,0
8000,1,2,0,0,555,1,1,1,1,0,2,0,0
8001,1,2,1,0,500,0,1,3,4,1,0,2,1
8002,1,2,1,0,500,1,1,3,4,1,0,2,1
8003,1,2,1,0,500,0,0,3,4,1,0,2,1
8004,1,2,0,0,500,1,1,1,2,1,0,2,1
8005,0,2,0,0,500,0,1,1,2,1,0,2,1
8006,0,2,0,0,500,1,1,1,2,1,0,2,1
8007,1,0,1,0,555,1,1,1,3,0,3,0,1
8008,1,0,1,0,555,0,1,1,3,5,1,0,1
8009,1,0,1,0,555,1,1,1,0,0,1,0,1
8010,1,0,0,0,555,1,1,1,3,0,3,0,1
8011,0,1,0,1,555,0,0,0,1,0,3,1,0
8012,1,4,2,1,555,0,1,2,0,0,3,1,1
8013,1,2,2,1,555,1,1,2,3,0,3,1,1
8014,1,3,2,1,555,1,1,2,0,0,3,1,1
8015,0,0,3,0,555,1,1,0,1,0,2,1,1
8016,1,0,1,1,555,0,0,0,1,0,2,1,1
8017,0,3,0,0,555,1,0,2,3,0,3,3,0
8018,0,2,0,0,555,0,0,0,1,0,3,1,0
8019,1,4,2,1,555,1,1,2,0,0,3,1,1
8020,1,3,4,0,555,0,1,0,1,5,2,1,1
8021,1,3,2,1,555,0,1,0,1,0,3,1,1
8022,1,3,2,1,555,1,1,0,1,0,3,1,1
8023,1,4,3,1,555,1,1,0,1,0,3,1,1
8024,1,4,3,1,555,0,0,0,2,0,3,1,1
8025,1,0,3,1,555,0,1,2,0,0,3,1,1
8026,1,2,3,0,555,0,1,0,2,0,2,1,1
8027,1,4,3,1,555,1,1,0,1,0,3,1,1
8028,0,2,0,0,555,0,1,0,2,0,2,1,1
8029,0,2,0,0,555,1,1,0,2,0,2,1,1
8030,0,2,0,0,555,0,1,0,2,0,2,1,1
8031,0,2,0,0,555,1,1,0,2,5,2,1,1
8032,1,0,2,0,555,1,0,0,1,0,3,1,1
8033,1,2,0,0,555,1,1,1,4,0,3,1,1
8034,1,2,0,0,555,0,1,2,3,0,3,3,1
8035,0,2,0,0,555,1,1,0,1,5,1,2,1
8036,1,3,4,1,555,0,0,0,1,5,3,1,1
8037,0,4,2,1,555,1,0,0,1,0,3,1,1
8038,1,0,3,0,555,1,1,0,1,0,3,1,1
8039,1,1,3,1,555,0,1,0,1,0,2,1,1
8040,1,4,3,1,555,0,0,0,2,0,3,1,1
8041,0,4,3,0,555,1,1,0,2,0,3,1,1
8042,1,2,0,0,555,1,0,1,4,0,2,1,1
8043,1,2,0,0,555,1,0,1,4,0,2,1,1
